"county","median_cases","median_ratiocases","median_total_population","median_population_density","median_deaths","mean_D_stay_at_home_effective","median_days_stay_at_home_effective","median_mean_temp","median_dewpoint","median_life_expectancy","median_years_of_potential_life_lost_rate","median_age_adjusted_death_rate","median_percent_fair_or_poor_health","median_percent_low_birthweight","median_average_number_of_physically_unhealthy_days","median_percent_adults_with_diabetes","median_num_hiv_cases","median_percent_adults_with_obesity","median_food_environment_index","median_num_food_insecure","median_percent_excessive_drinking","median_percent_uninsured","median_num_primary_care_physicians","median_preventable_hospitalization_rate","median_percentile_rank_social_vulnerability","median_percentile_rank_socioeconomic_theme","median_percentile_rank_below_poverty","median_percentile_rank_unemployed","median_percentile_rank_per_capita_income","median_percentile_rank_no_highschool_diploma","median_percentile_rank_household_comp_disability_theme","median_percentile_rank_age_65_and_older","median_percentile_rank_age_17_and_younger","median_percentile_rank_disabled","median_percentile_rank_single_parent_households","median_percentile_rank_minority_status_and_language_theme","median_percentile_rank_minorities","median_percentile_rank_limited_english_abilities","median_percentile_rank_housing_and_transportation","median_percentile_percentile_rank_multi_unit_housing","median_percentile_rank_mobile_homes","median_percentile_rank_overcrowding","median_percentile_rank_no_vehicle","median_percentile_rank_institutionalized_in_group_quarters"
"Pulaski",106,0.00461980997762734,34417,96.8575907954908,2,0.972951471758154,122,19.2222222222222,57.3,76.187420847,9670.7810903,459.13560361,19.191210188,8.2068037671,4.0724154972,13.7,28,32.4,7,3810,16.85846721,10.005027652,14,4993,0.7109,0.6396,0.4285,0.5256,0.7463,0.6479,0.6358,0.5845,0.4947,0.6743,0.6511,0.2833,0.3292,0.305,0.6017,0.4817,0.6164,0.391,0.5985,0.6613
"Putnam",393,0.00984211605495182,56743,99.3351611851812,11,0.98111281265952,127,20.1666666666667,58.6,78.049988456,7269.1000269,362.71337483,18.595805943,7.5104311544,3.9347560829,12,53,34.3,8.4,4580,15.884979987,8.2356879813,32,4614,0.3082,0.3919,0.1611,0.4502,0.4346,0.4193,0.1968,0.3684,0.3483,0.3337,0.5046,0.6148,0.389,0.7545,0.3276,0.5075,0.4368,0.4683,0.2939,0.5412
"Quay",33.5,0.00391583869082408,8555,2.97680472508353,1,1,132.5,22.8888888888889,40.05,74.049730038,12316.82796,570.90970322,22.557972201,7.488299532,4.5990708921,7.9,5,30.1,6.9,1420,13.359197473,9.236031927,3,1903,0.6772,0.6202,0.7205,0.0599,0.9144,0.6769,0.957,0.9166,0.3496,0.9618,0.6246,0.7711,0.8793,0.5642,0.1987,0.15,0.8523,0.0726,0.7389,0.0532
"Quitman",207.5,0.0271810322242599,7634,18.8488449553714,1,0.968503937007874,118.5,22.8611111111111,65.35,71.673183637,13903.172616,680.45835121,36.07843517,17.602427921,5.9837162925,15.2,31,42,3.2,2180,9.8131032638,16.00205374,1,6679,0.9701,0.9997,0.9911,0.9984,0.9825,0.9873,0.9201,0.2833,0.816,0.6606,0.9449,0.809,0.9733,0.5425,0.6851,0.036,0.5575,0.8147,0.9134,0.5498
"Rabun",188,0.0115252574791564,16312,44.070943737088,3,0.98780487804878,119.5,21.4722222222222,62.2,78.546216383,7607.9405295,355.88925531,17.795756519,7.6850094877,3.7928976244,17.6,16,32.1,8.5,1910,14.248160498,21.272666219,10,4463,0.4976,0.6278,0.8198,0.4957,0.4897,0.5861,0.3473,0.9478,0.0627,0.6361,0.1802,0.5928,0.4381,0.7252,0.2837,0.2738,0.5387,0.4193,0.2763,0.5852
"Racine",3209,0.0164671350058756,194873,586.018593796567,69,0.955056179775281,121,15.2222222222222,48.3,78.32937802,7096.5611159,344.59472594,15.330076976,8.2534869618,3.4940061086,8.3,227,36.2,8.1,19500,25.668949416,6.1712477655,93,4647,0.4944,0.3502,0.2932,0.5947,0.2245,0.3919,0.5345,0.2467,0.6912,0.2662,0.8564,0.7294,0.6673,0.7119,0.489,0.8691,0.0408,0.2891,0.7049,0.6055
"Radford city",26,0.00151285930408472,17186,1740.97612281235,0,0.98406374501992,121,18,57,76.441666448,7303.6796748,404.64179182,22.324645642,10.878243513,4.7392282381,8.5,11,34.2,6.4,3400,19.165477694,9.0517892194,12,4136,0.4935,0.8122,0.994,0.7851,0.923,0.3292,0.0134,0.007,0.0029,0.2595,0.3181,0.3728,0.5275,0.2585,0.7727,0.9834,0.2114,0,0.872,0.9784
"Raleigh",156,0.0019986931621632,78051,128.934124408164,0,1,128,16.7222222222222,54.1,73.079703407,12911.521827,591.76669256,24.77710913,10.544727636,5.4764432437,15.2,113,39.3,6.9,10860,10.880396557,7.3762507748,66,7363,0.7749,0.6714,0.6291,0.6205,0.6301,0.639,0.8185,0.5845,0.3053,0.9067,0.6657,0.5132,0.4374,0.5858,0.816,0.5358,0.6558,0.2948,0.8609,0.7797
"Ramsey",5772,0.0108592585903283,531528,3493.27384349349,249.5,0.923357664233577,115.5,15.1388888888889,43.25,79.925668908,5977.2220944,296.26196964,12.777938964,7.5005531381,3.1935280892,7.8,1301,26.2,8,63760,21.108321131,5.7838970972,600,6119,0.6189,0.3012,0.5107,0.4502,0.1159,0.2773,0.2194,0.1394,0.6189,0.1547,0.7131,0.8902,0.7666,0.9163,0.9433,0.992,0.057,0.8956,0.9198,0.667
"Randall",1586,0.012332527234979,128603,141.025585579351,21,0.976284584980237,120,20.5,46.4,78.965612416,6820.8122146,338.55066552,14.742233655,7.7036013473,3.3580717283,8.8,128,27.2,7.9,17490,20.679302601,13.20793149,80,3413,0.2509,0.0968,0.1741,0.1067,0.1124,0.2209,0.227,0.1589,0.7584,0.1503,0.5721,0.6784,0.6495,0.6517,0.4339,0.9128,0.3566,0.6332,0.0621,0.4441
"Randolph",218,0.00885486573511649,25403,38.9544945458554,5,0.976775956284153,119,20,58.55,76.382931481,10407.063254,472.39436499,21.389294498,8.9537712895,4.7241606758,13.6,26,36,7.6,3450,14.006823481,9.6108790873,7,4315,0.5476,0.6753,0.6049,0.5813,0.6145,0.7084,0.7106,0.6332,0.4419,0.5648,0.6195,0.3349,0.4795,0.0879,0.8077,0.3053,0.681,0.1461,0.5495,0.6062
"Rankin",1888,0.0127627932130062,147930,190.774715715415,24,0.946153846153846,115.5,22.8888888888889,64.35,78.96677932,7444.1589414,361.48619744,16.966892395,8.9796878676,3.8212667533,12.6,391,35.4,7.6,17490,15.603531537,10.685509453,98,6158,0.3368,0.1888,0.1277,0.2502,0.2598,0.2999,0.334,0.148,0.7587,0.3337,0.5689,0.5603,0.6399,0.4626,0.5938,0.6797,0.5893,0.6094,0.0704,0.7587
"Rapides",2764.5,0.0208841682216162,132373,100.433966390244,98,0.988461538461539,126.5,23.4444444444444,65.55,74.403603931,10883.274125,520.63437411,21.542318188,11.000951777,4.6105245959,14.5,500,39.7,6.2,21900,17.226810564,9.6393942493,107,5244,0.8822,0.7071,0.7558,0.66,0.6081,0.6211,0.9398,0.2585,0.8389,0.7233,0.9487,0.6749,0.7947,0.5018,0.88,0.6457,0.61,0.5119,0.8472,0.6877
"Ravalli",62,0.00150741551179188,41130,17.2021379350756,1,0.972868217054264,121.5,10.9166666666667,38.9,79.7359951,6657.96951,294.31901378,13.627257909,6.6741237882,3.7367519083,6.6,15,26.5,8.2,5130,19.080848277,12.709550419,26,3193,0.2728,0.5282,0.617,0.6205,0.5966,0.2209,0.5664,0.8819,0.2264,0.7297,0.2579,0.1086,0.2445,0.0592,0.1407,0.504,0.5046,0.4578,0.1261,0.0866
"Ray",87,0.00379564591422713,22921,40.2967175156404,0,0.960474308300395,116,18.2777777777778,54.5,75.416383571,9366.9383202,454.64808389,17.636148382,7.1748878924,4.3323057863,14.6,6,35.1,7.7,2960,18.864999192,11.274509804,8,6565,0.3585,0.5454,0.5234,0.66,0.4852,0.4467,0.6695,0.4575,0.6507,0.6103,0.5186,0.1487,0.2101,0.1767,0.2337,0.4078,0.2404,0.3528,0.6934,0.2719
"Red River",140,0.011561621838619,8757,22.5063538863277,12,1,130,22.5833333333333,64.15,72.813552957,12992.042186,572.79854662,22.296474219,10.466582598,4.8160699811,15.6,14,31.2,6.8,1430,16.708161334,8.8334556126,2,11679,0.7969,0.758,0.8513,0.66,0.5409,0.7781,0.765,0.4091,0.7854,0.4308,0.7466,0.6409,0.8364,0.4091,0.6584,0.0818,0.9249,0.625,0.9134,0.2748
"Reeves",159,0.0110126056240477,14438,5.47858409387072,5,1,141,26.8333333333333,46.3,78.164300022,8348.5660301,411.8033748,24.792897512,8.5629188384,3.9640194964,7.2,102,28.3,8.5,1040,20.084789362,22.325671613,6,8746,0.7905,0.7911,0.4362,0.6205,0.9048,0.9968,0.0414,0.135,0.5224,0.2343,0.0996,0.9955,0.9857,0.994,0.8803,0.3314,0.5164,0.908,0.5645,0.9828
"Refugio",243,0.0332194121667806,7315,9.4940307031487,9,1,136,27.8888888888889,73.3,76.871933561,8973.2635964,464.33075351,21.664581318,8.6294416244,3.978857688,10.5,0,21.7,7.7,940,17.058961771,18.264595608,2,5967,0.8959,0.6221,0.5075,0.5947,0.4597,0.8131,0.9978,0.8182,0.6383,0.9118,0.8558,0.9179,0.9185,0.8271,0.6441,0.0579,0.5575,0.879,0.7284,0.5724
"Reno",214,0.00335407425983104,63803,50.8250358889568,1,0.961538461538462,119.5,18.8333333333333,53.3,78.216388668,7271.2369112,377.37766034,13.969482667,6.9658813972,3.4788423176,11.6,32,36,7.6,8350,15.552507866,10.669377148,39,3075,0.574,0.4024,0.4094,0.2719,0.4944,0.482,0.6237,0.5753,0.5906,0.4107,0.5957,0.5466,0.4862,0.5969,0.7596,0.7329,0.1493,0.731,0.6297,0.7787
"Rensselaer",684,0.00427609574953582,159959,245.169944497312,39,0.980988593155893,126,14.5,47.3,78.976954917,6570.3862422,325.14987055,15.017202048,7.7601868674,3.4433615017,8.8,313,30.3,8.2,17680,19.855218703,4.5349998838,78,4071,0.3091,0.2324,0.2869,0.4957,0.1086,0.2066,0.1184,0.2732,0.2248,0.2662,0.6192,0.5049,0.5046,0.5056,0.6788,0.8672,0.113,0.2579,0.8816,0.7405
"Renville",53,0.00353451150383461,14995,15.2556098740684,4,0.950381679389313,121.5,13.6111111111111,42.2,79.643536831,6298.3534574,319.64792719,13.033030805,8.1583198708,3.0742753423,11.7,7,34,8.3,1250,21.495844082,7.3521716379,4,4311,0.1773,0.1608,0.1741,0.0993,0.1541,0.4091,0.2461,0.7791,0.4814,0.1614,0.2477,0.3913,0.3805,0.4336,0.2891,0.7275,0.1869,0.2238,0.3986,0.574
"Rhea",541,0.0166661532300299,32461,102.927578883852,2,1,132.5,19.0555555555556,58.6,73.835999504,10664.35391,538.26702921,21.63885662,8.2500924898,4.7186886639,20.8,31,37.8,7.5,4790,13.492492895,12.715375382,11,5381,0.83,0.8606,0.8564,0.66,0.7612,0.9233,0.9249,0.5435,0.5578,0.9118,0.7014,0.4518,0.326,0.5985,0.5826,0.079,0.859,0.4932,0.5985,0.6578
"Rice",950,0.0145893482400639,65116,131.323631890315,8,0.965648854961832,121.5,15.1666666666667,46.5,80.765652326,4768.2121239,251.19855414,12.432198451,6.0494067302,2.8125452397,7,57,26.1,8.6,5630,24.307133739,5.600895492,60,5118,0.3703,0.198,0.2455,0.1754,0.2569,0.2923,0.0907,0.1964,0.4495,0.057,0.5966,0.6995,0.5088,0.8246,0.8335,0.9096,0.2018,0.46,0.6425,0.9592
"Richland",487,0.00667785520822036,121888,246.108573966898,7,0.992277992277992,127,20.4444444444444,58.85,75.838835769,9963.983397,475.92532515,19.732618786,8.085415155,4.2753997131,12.3,147,32.4,6.9,18250,17.301157327,8.2895472944,65,5289,0.5957,0.6246,0.5536,0.6937,0.6364,0.5002,0.6342,0.5753,0.3932,0.5005,0.717,0.3139,0.4645,0.2308,0.6466,0.7635,0.1605,0.2003,0.8322,0.8421
"Richmond",2579,0.0128042180937156,201418,621.030032276789,74,0.934362934362934,112,23.5555555555556,64.8,74.062725012,11360.725067,544.81291389,20.985110484,11.377105791,4.0294389957,12,1421,35.6,5.1,43130,14.365773174,14.237672304,198,4454,0.93,0.873,0.9048,0.9182,0.7558,0.6714,0.7845,0.1165,0.6705,0.6673,0.9497,0.7482,0.9475,0.461,0.921,0.8319,0.3671,0.5635,0.8946,0.7956
"Richmond city",2737,0.0126261111854336,216773,3623.54444329377,36,0.954198473282443,118.5,19,58.8,77.438049581,9113.698286,439.93041233,19.530587234,10.981887512,4.1699614302,11.5,1042,30.9,6.2,44840,21.890146797,14.03727311,235,4572,0.7689,0.6746,0.9099,0.7752,0.1923,0.6539,0.1808,0.071,0.0802,0.5107,0.8733,0.923,0.9351,0.8204,0.8669,0.9831,0.0181,0.4658,0.985,0.8128
"Riley",427,0.00569136032841948,75026,123.037636833878,4,0.961538461538462,119.5,19,53.75,80.660364116,4804.3105292,260.33023831,14.033204623,6.2704859627,3.352771164,4.7,18,25.3,5.7,13240,22.180752343,8.9649692531,51,2769,0.3824,0.3881,0.8179,0.3422,0.4416,0.0131,0.0038,0.007,0.0579,0.0341,0.2238,0.6434,0.6106,0.6377,0.9628,0.9847,0.2455,0.9255,0.5339,0.9542
"Rio Grande",87,0.00748515873698701,11623,12.745132834634,2,1,122,6.16666666666667,20.8,76.446730754,9648.195131,425.92999656,17.289462827,11.727748691,3.7981539251,7.9,10,27.5,8.4,1090,16.080870404,13.609734114,13,5389,0.9223,0.752,0.7147,0.8007,0.6065,0.6829,0.7536,0.6049,0.6998,0.5288,0.517,0.915,0.8685,0.8653,0.944,0.6708,0.6046,0.9185,0.8676,0.4737
"Ripley",112,0.00471483952083261,28633,64.1383844551059,4,0.978303747534517,121,19.7222222222222,56.2,76.726899192,8525.4632157,410.40145598,17.845076853,6.5436241611,4.0440947266,13.3,9,31.6,8.6,3120,18.160311739,9.2240934869,1,5236,0.2811,0.4043,0.1528,0.4616,0.5221,0.525,0.3133,0.4782,0.7017,0.3133,0.2849,0.0723,0.0971,0.1394,0.4858,0.7711,0.2824,0.7278,0.2939,0.4285
"Riverside",21508,0.00925516332084279,2323892,322.481164194566,479,0.950207468879668,108,29.1666666666667,44.7,80.902895316,5796.962999,295.62193158,17.059475739,6.7514905239,3.8336611936,9.4,7517,27.1,8.3,221660,20.439441155,8.9320239584,1030,3750,0.8214,0.731,0.5536,0.9124,0.4839,0.7841,0.4374,0.148,0.8962,0.1445,0.7679,0.9742,0.9446,0.9624,0.6832,0.8354,0.4167,0.9688,0.313,0.3337
"Roane",273,0.00515259611573524,52983,146.877497249102,1,0.961389961389961,119,20,58.5,74.953647988,10808.274519,518.09012538,19.959045106,9.0575275398,4.419756498,15.6,40,34.1,7.6,6360,13.074840517,10.77911883,19,6166,0.4785,0.6412,0.5304,0.7931,0.5263,0.5734,0.4244,0.8284,0.1611,0.8707,0.0809,0.2856,0.2477,0.3894,0.4132,0.5037,0.7246,0.3827,0.4734,0.2821
"Roanoke",425,0.00453793177086114,93655,373.743996089996,6,0.980392156862745,122,19.4444444444444,57.1,78.986767074,7075.9682516,339.62330405,14.166914942,7.1145499151,3.1875918398,11.5,94,29.6,8.9,7430,18.151945814,8.2436634835,122,3544,0.1363,0.0809,0.0643,0.2254,0.0949,0.1847,0.1621,0.7211,0.2751,0.1713,0.3295,0.5138,0.4419,0.5826,0.2455,0.8927,0.093,0.1729,0.2763,0.5667
"Roanoke city",814,0.00819498837197596,99329,2335.73426210379,11,0.988142292490119,123,19.6111111111111,57.1,74.030530543,10931.774182,538.92798613,19.689716831,9.8439145839,4.1694854743,11.6,372,34.9,6.9,16330,16.94462111,12.673621678,90,4276,0.8058,0.6839,0.8313,0.5813,0.5521,0.6014,0.6975,0.2585,0.4231,0.6673,0.9204,0.8415,0.8067,0.7635,0.7157,0.95,0.0223,0.4394,0.964,0.5482
"Robertson",326,0.0143288417642294,67905,142.571256627414,4,0.959381044487427,118,23.1111111111111,63,75.757442246,8552.8978312,442.68479121,17.879673288,8.2412223667,4.0853650256,10.6,103,34.1,8.7,6890,15.603815671,10.085553081,25,4794,0.3591,0.4145,0.1741,0.5813,0.405,0.5374,0.4645,0.1589,0.8188,0.4107,0.6004,0.5941,0.5053,0.6593,0.1933,0.4397,0.4323,0.5482,0.1519,0.2849
"Rock",416,0.00769311283232154,160986,224.170139380256,9,0.989224137931034,121,16.5555555555556,49.5,78.148522023,7374.6703988,354.52926609,14.810341003,7.5051759834,3.817420792,11.6,139,36.3,7.8,16810,23.238170541,7.1796986281,79,5643,0.5094,0.426,0.4362,0.5813,0.3798,0.3438,0.6797,0.2639,0.6925,0.4015,0.8921,0.6014,0.5189,0.6568,0.4238,0.816,0.0745,0.4795,0.5339,0.4852
"Rock Island",1476,0.0100726101435825,146536,342.806745823674,30,1,127.5,18.25,52.75,78.180758402,7061.0031437,366.69821905,17.009410403,7.1592256025,3.7470311271,14.1,269,33.7,8,16430,20.277256419,6.7429185267,75,4886,0.6676,0.4435,0.4635,0.6205,0.313,0.4021,0.539,0.5237,0.4788,0.2662,0.7959,0.8001,0.6628,0.8383,0.8036,0.8911,0.134,0.6059,0.7835,0.6915
"Rockbridge",66,0.00293986636971047,22450,37.5691239526213,0,0.975409836065574,127.5,15.5833333333333,50.6,80.316542792,6616.4923791,304.05382884,15.2230907,6.8725099602,3.6766933519,13.1,10,27,8.3,2260,16.413200156,11.917192812,21,3572,0.0984,0.3101,0.4362,0.2254,0.1729,0.5546,0.1897,0.9166,0.0675,0.4938,0.0786,0.2206,0.2506,0.2668,0.0468,0.3508,0.5164,0.1713,0.1076,0.1388
"Rockdale",880,0.0100492183306878,87569,674.596080074183,11,0.94017094017094,107.5,20.8055555555556,63.7,77.52524885,7963.3371714,371.44300074,20.673301913,10.878962536,3.7247708999,14.6,300,42.2,6.4,14350,13.763996435,15.545867488,66,5640,0.6208,0.6848,0.5976,0.8634,0.5989,0.5068,0.4677,0.1165,0.8711,0.0408,0.965,0.9316,0.9478,0.8319,0.2009,0.666,0.1184,0.653,0.2939,0.1433
"Rockingham",874,0.0111441212847616,78427,92.3595984839472,16,0.968992248062015,120.5,16.7222222222222,54.7,80.740228021,5657.7820345,279.00323904,14.664385123,6.121045392,3.5527888146,10.2,56,27.8,8.7,6160,17.500638576,15.394270294,23,5730,0.3432,0.3668,0.2404,0.2719,0.2983,0.7405,0.1678,0.5651,0.5081,0.2846,0.1538,0.5925,0.3613,0.8017,0.4222,0.4909,0.4279,0.4562,0.4734,0.5377
"Rockland",13802,0.0427780636123009,322642,1860.1615340059,469,0.941605839416058,120.5,15.0277777777778,49.2,83.165515893,4356.6163647,225.55346665,17.251215541,6.013750301,3.5633370384,8.1,680,23.2,8.7,29030,17.397160391,5.96700098,292,3387,0.6071,0.3473,0.4212,0.5256,0.0538,0.4951,0.1719,0.2585,0.9344,0.0462,0.2818,0.9147,0.7711,0.9618,0.9007,0.9147,0.0408,0.9583,0.9163,0.5454
"Rockwall",719,0.00816952619020566,88010,692.410436221139,17,0.97244094488189,119.5,23.1944444444444,63.75,80.875873249,4692.0152617,246.61916715,13.494273966,7.7940348903,3.1013316756,14.7,87,24.9,8.1,10770,21.325377182,13.423680121,76,4325,0.1156,0.0618,0.0261,0.3018,0.0357,0.1598,0.0898,0.078,0.9398,0.0242,0.2474,0.7927,0.6702,0.8198,0.1168,0.7291,0.2018,0.5298,0.0551,0.0971
"Roosevelt",140.5,0.00716179019268019,19618,8.02030192596786,1,1,130.5,22.4166666666667,39.9,77.939924933,8466.7600598,399.65123619,21.854439634,7.0773930754,4.7241357065,7.6,7,28.7,6,3640,18.489637708,13.461283918,7,6353,0.9319,0.9357,0.9166,0.9058,0.9054,0.8131,0.6587,0.1165,0.8223,0.68,0.6027,0.9398,0.8621,0.9484,0.73,0.0802,0.7335,0.8125,0.4734,0.8548
"Roscommon",45.5,0.00190376569037657,23900,45.9936911639543,0,0.992248062015504,126.5,12.6666666666667,44.5,75.31948372,10353.470531,475.45449031,15.75084245,7.3819742489,4.221483392,13.9,14,34.2,6.8,3640,15.714240422,7.4754057272,10,3924,0.4658,0.7564,0.7405,0.9685,0.695,0.4193,0.7867,0.9885,0.0162,0.9831,0.4209,0.0946,0.1235,0.1554,0.1652,0.2394,0.3442,0.3375,0.6425,0.2028
"Ross",384,0.0049745443239672,77193,112.005859892001,4.5,1,131.5,17.7777777777778,52.45,75.15470677,9781.3096065,480.91289754,19.780334475,9.2118558437,4.5077651047,14.2,90,37,7.4,11560,16.676611155,6.919532804,44,1262,0.7348,0.7453,0.6944,0.8405,0.6651,0.5798,0.6861,0.2833,0.389,0.7873,0.7978,0.2693,0.3661,0.2448,0.8513,0.6558,0.5775,0.4868,0.5985,0.8965
"Routt",93,0.00387823185988324,23980,10.1523329713659,6,0.950570342205323,118,10.8888888888889,28.2,83.337153109,5682.8573781,225.50336674,10.959992734,8.4516565247,3.0893869148,3.2,17,15.6,8.1,2740,22.889485761,8.4615744422,31,1358,0.0528,0.0267,0.1563,0.1573,0.0414,0.0045,0.0029,0.0876,0.1296,0.0029,0.0716,0.5938,0.362,0.8023,0.4225,0.9784,0.2572,0.5778,0.1519,0.4212
"Rush",107.5,0.00637112546672198,16873,41.342876132088,4,1,126.5,18.9444444444444,52.55,76.354415546,8574.2667427,418.27788385,18.560427485,6.7169811321,4.1960319831,11.6,8,29.7,8.1,2230,15.979399821,10.311038527,6,6982,0.2856,0.5457,0.6479,0.3422,0.4986,0.6269,0.7972,0.5119,0.5794,0.4938,0.8383,0.0372,0.0656,0.0815,0.0911,0.532,0.134,0.0287,0.5801,0.2458
"Rusk",62,0.0031179932735426,53197,57.5702379542045,1,0.970238095238095,124,18.7777777777778,57.4,76.79828009,8624.0482359,425.7793944,21.275809968,7.1994408201,4.2272936447,15.5,170,38.8,6.6,9620,18.740169662,20.464151039,11,6312,0.788,0.6205,0.5536,0.3677,0.6227,0.8281,0.6154,0.2833,0.6135,0.5492,0.7106,0.8529,0.7558,0.8421,0.7934,0.3247,0.7864,0.6944,0.3626,0.9201
"Russell",236,0.0070067565152111,58636,91.4539065278078,1,0.979633401221996,121,20.8333333333333,59.6,73.48211671,11234.374839,572.30386786,25.463148765,10.404430274,5.0242739347,19,198,45.1,6.6,11220,13.287645914,11.304654005,15,5042,0.8892,0.8306,0.8096,0.8007,0.7692,0.7176,0.8488,0.1165,0.8255,0.6743,0.9093,0.7268,0.8886,0.4846,0.7953,0.674,0.6418,0.7485,0.8472,0.1818
"Rutherford",5127,0.0176617095377365,290289,468.687284465086,45,0.932584269662921,115,20.2777777777778,59.8,77.776609021,7214.2318823,370.53990942,17.005739903,8.587883648,3.8727809554,10.8,542,35.9,7.9,33630,15.99353435,9.4543284685,135,6208,0.3457,0.2802,0.3002,0.3964,0.3445,0.2416,0.2432,0.021,0.8325,0.0707,0.7402,0.7517,0.6613,0.7517,0.361,0.8758,0.1691,0.687,0.1175,0.4247
"Rutland",84,0.00139690353050738,60133,64.6719575878981,1,0.984615384615385,125.5,13.8888888888889,47.05,77.594052829,8013.6448807,367.00183183,13.926804717,5.7181942544,3.5359952065,11,54,31.4,8.1,6980,18.032628807,5.5478190557,43,3945,0.3165,0.2327,0.2824,0.3158,0.2639,0.2356,0.1907,0.7011,0.0844,0.5288,0.2439,0.1012,0.1006,0.1897,0.9214,0.7797,0.2455,0.8707,0.8071,0.7501
"Sabine",72.5,0.00636635477958908,10367,21.0965497122349,6,1,122.5,23.9444444444444,67.95,74.473611065,12162.23512,559.03193519,19.244590381,7.7598828697,4.2506748691,8.6,10,32.4,6.2,2210,14.931138839,21.474181011,2,4644,0.6928,0.794,0.8637,0.6937,0.816,0.5944,0.9179,0.9844,0.2783,0.9328,0.4998,0.2783,0.454,0.1713,0.3868,0.0764,0.986,0.5543,0.5645,0.1382
"Sacramento",5413,0.0036591631176908,1479300,1533.04901600965,82,0.904929577464789,114.5,20.8333333333333,46.7,79.62220315,6339.7496513,323.69366306,15.80089097,6.8889019481,3.79223684,9.5,4112,28.9,7.6,215570,19.953298478,6.4159371791,1306,3917,0.7797,0.5871,0.6422,0.8606,0.2311,0.525,0.4451,0.1283,0.759,0.2429,0.8332,0.9548,0.901,0.9472,0.7915,0.9309,0.0888,0.9188,0.7284,0.4196
"Sagadahoc",43,0.0012238856947686,35134,138.334142899667,0,0.953667953667954,117,13.2777777777778,46.1,79.589383781,6570.9410467,307.35706977,11.752554148,6.3968668407,3.3291837459,8.4,25,25.1,8.2,4140,20.911209698,8.4700043159,23,3092,0.0548,0.0926,0.1872,0.2588,0.1203,0.0376,0.1133,0.7011,0.1398,0.3238,0.2038,0.1538,0.1601,0.2378,0.1952,0.5877,0.4518,0.1312,0.6154,0.0745
"Saginaw",1782,0.0091290515929734,195201,243.861164601422,125,0.988416988416988,126,14.4444444444444,47,76.931687265,8880.3626022,412.99539975,17.690090949,9.5295690369,4.4184512018,10.6,247,37.3,7,28550,19.024859175,6.0801258969,158,6526,0.6969,0.6237,0.6422,0.8109,0.5183,0.4091,0.7058,0.4909,0.4295,0.5718,0.7889,0.6116,0.702,0.4912,0.6351,0.7743,0.1493,0.2986,0.8555,0.7055
"Saguache",106,0.0169464428457234,6255,1.97408007031839,2,1,127.5,13.5833333333333,26,78.754718547,10483.036354,366.97979436,20.974047889,14.31670282,4.3325454761,13.9,9,29,7.8,710,13.860243772,16.948814977,1,1797,0.7186,0.7953,0.8469,0.6205,0.7272,0.7752,0.3349,0.6049,0.5661,0.6183,0.021,0.921,0.8316,0.9201,0.3473,0.0408,0.7791,0.9134,0.4734,0.0293
"Salem city",139,0.00549624357453539,25290,1751.34714213154,3,1,126,19.6666666666667,57.4,75.066892734,8956.4014247,465.72684871,13.475167975,7.1030640669,3.3888591893,8.8,26,27,7.9,2440,19.18004785,8.5306586703,26,4067,0.3658,0.1818,0.1181,0.2502,0.199,0.3397,0.3448,0.5524,0.1566,0.2926,0.8214,0.4935,0.4686,0.5205,0.7609,0.9373,0.219,0.4279,0.5193,0.9198
"Saline",525,0.0226156629620057,23214,30.7269823917059,7,0.985148514851485,140.5,20,60.1,77.631829815,7229.2995782,397.84352823,21.750195115,8.8528025144,4.6977980611,11.5,11,35.8,7.2,3070,17.563826428,12.801696956,13,5652,0.8284,0.582,0.5925,0.2254,0.7927,0.6269,0.8933,0.4476,0.5715,0.7233,0.8873,0.6982,0.5546,0.7778,0.8819,0.6985,0.2964,0.6078,0.8555,0.8478
"San Augustine",155,0.0181159420289855,8556,16.1234175423233,12,0.995967741935484,122.5,23.6666666666667,67.05,73.714648319,13404.989672,547.88930501,20.578427462,9.4637223975,4.2663662389,23.7,8,39.7,6.1,1970,15.117083938,18.917134368,2,5739,0.8863,0.9382,0.9306,0.9691,0.8679,0.7841,0.7555,0.9449,0.2356,0.9819,0.1897,0.4868,0.7109,0.2681,0.8364,0.07,0.816,0.8739,0.7475,0.674
"San Benito",472,0.00813078155415066,58051,41.8019713115616,2,0.976923076923077,123.5,16.75,49.5,82.023633312,5148.1810351,247.06986906,17.459972888,6.3615205586,3.6333761568,9,40,32.3,9.4,3280,20.732695839,8.1051770391,19,3669,0.5677,0.5715,0.192,0.8918,0.2579,0.8609,0.3926,0.057,0.9179,0.0462,0.8727,0.978,0.9462,0.9707,0.2047,0.588,0.219,0.9784,0.0497,0.0478
"San Bernardino",26820,0.012730484907113,2106754,105.036909739158,358,0.984674329501916,126,25.9444444444444,34.6,78.781471068,6762.5514735,349.4255827,19.837560581,7.3486325825,3.9143250039,9.4,3880,28.8,8.1,214580,18.763279846,8.3338412857,1262,4585,0.9105,0.8453,0.7093,0.9023,0.6918,0.8465,0.4951,0.0357,0.9271,0.121,0.9382,0.9825,0.9675,0.9634,0.8357,0.8618,0.2709,0.9799,0.4537,0.6116
